Unnamed: 0,formulary_name,med_name_generic,med_action_dose_unit,volume_given,count,volume_unit,volume_numeric,
1965,zzzD5W 500 mL (Polyolefin) for chemo,d5w (polyolefin) for chemo,Not Recorded,500 mL,19,mL,500,
1966,zzzD5W 500 mL (Polyolefin) for chemo,zzzd5w (polyolefin) for chemo,Not Recorded,500 mL,4,mL,500,
1967,zzzHYDROmorphone PCA/NCA 1 mg/mL /NS syr,HYDROmorphone PCA/NCA 1 mg/ml NS syr,Not Recorded,none,702,,,
1968,zzzHYDROmorphone PCA/NCA 1 mg/mL /NS syr,zzzHYDROmorphone PCA/NCA 1 mg/ml NS syr,Not Recorded,none,2,,,
1969,zzzMethylPREDNISolone 2.5mg/mL/NS neonate syringe,methylPREDNISolone in NS syringe,Not Recorded,none,1,,,
1970,zzzNS 100 mL IV bag for chemo,nacl 0.9%,Not Recorded,100 mL,142,mL,100,
1971,zzzNS 1000 mL IV bag for chemo,ns,Not Recorded,1000 mL,70,mL,1000,
1972,zzzNS 250 mL IV bag for chemo,nacl 0.9%,Not Recorded,250 mL,373,mL,250,
1973,zzzNS 250mL (Polyolefin) for chemo,nacl 0.9% (polyolefin),Not Recorded,250 mL,5,mL,250,
1974,zzzNS 500mL (Polyolefin) for chemo,nacl 0.9% (polyolefin),Not Recorded,500 mL,110,mL,500,
1975,zzzPRMX ketamine 400 mg Drip DBL (FOR ICU),ketamine drip,Not Recorded,none,86,,,
1976,zzzQuinidine Gluc 80 mg/mL 10mL inj,quiNIDine,Not Recorded,10 mL,562,mL,10,
1977,zzzcisatracurium 2 mg/mL 5 mL inj,cisatracurium,Not Recorded,5 mL,36,mL,5,
1978,zzzondansetron 4 mg/2 mL inj..,ondansetron,Not Recorded,2 mL,2,mL,2,
1979,zzzondansetron 4 mg/2 mL inj..,zzzondansetron,Not Recorded,2 mL,6,mL,2,
1980,zzzondansetron 4 mg/2 mL inj..,zzzondansetron..,Not Recorded,2 mL,2,mL,2,
